crn,catalog_id,section,credits,title,meetings,primary_instructor
75222,AC 0011,C01,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'DSB 112'}]",Rebecca I.  Bloch
75240,AC 0011,C02,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'DSB 112'}]",Rebecca I.  Bloch
75241,AC 0011,C03,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'DSB 115'}]",Michael P.  Coyne
75243,AC 0011,C04,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/01-12/07', 'location': 'DSB 111'}]",Michael P.  Coyne
75244,AC 0011,C05,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'DSB 111'}]",Michael P.  Coyne
75242,AC 0011,F,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'DSB 111'}]",Paul   Caster
75461,AC 0011,G,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'DSB 111'}]",Jo Ann   Drusbosky
75484,AC 0011,I,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'DSB 111'}]",Jo Ann   Drusbosky
75729,AC 0011,J,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'DSB 105'}]",Arleen N.  Kardos
76101,AC 0011,K,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'DSB 105'}]",Arleen N.  Kardos
76102,AC 0011,L,3.000,Introduction to Financial Accounting,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/01-12/07', 'location': 'DSB 110B'}]",Scott M  Brenner
76689,AC 0011,M,3.000,Introduction to Financial Accounting,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '09/01-12/07', 'location': 'DSB 110B'}]",Scott M  Brenner
76690,AC 0011,N,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'DSB 111'}]",Jo Ann   Drusbosky
76694,AC 0011,R,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0500pm-0615pm', 'dates': '09/01-12/07', 'location': 'DSB 111'}]",Jo Ann   Drusbosky
75189,AC 0012,A,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'DSB 109'}]",Joan L.  Lee
76696,AC 0012,B,3.000,Introduction to Management Accounting,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/01-12/07', 'location': 'DSB 115'}]",Patricia M.  Poli
75051,AC 0203,A,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'DSB 110B'}]",Milo W.  Peck
75052,AC 0203,B,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'DSB 110B'}]",Milo W.  Peck
76463,AC 0203,C,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'DSB 110B'}]",Milo W.  Peck
76464,AC 0203,D,3.000,Intermediate Accounting I,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'DSB 110A'}]",Rebecca I.  Bloch
75316,AC 0204,A,3.000,Intermediate Accounting II,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'DSB 105'}]",Stephen E.  Yost
76698,AC 0310,B,3.000,Advanced Accounting,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'DSB 115'}]",Patricia M.  Poli
75558,AC 0320,A,3.000,Cost Management,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'DSB 104'}]",Ahmed M.  Ebrahim
75196,AC 0320,B,3.000,Cost Management,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'DSB 104'}]",Ahmed M.  Ebrahim
77029,AC 0320,C,3.000,Cost Management,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'DSB 104'}]",Ahmed M.  Ebrahim
75181,AC 0330,A,3.000,Auditing,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'DSB 106'}]",Paul   Caster
75789,AC 0330,B,3.000,Auditing,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'DSB 106'}]",Paul   Caster
75053,AC 0343,A,3.000,Federal Income Taxation I,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'DSB 105'}]",Kathi M.  Mettler
75467,AC 0343,B,3.000,Federal Income Taxation I,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'DSB 115'}]",Michael P.  Spiro
76141,AC 0391,A,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",Sarah Jennie  Bollinger
75487,AC 0392,A,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",Sarah Jennie  Bollinger
77070,AC 0397,MP,3.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",Milo W.  Peck
75912,AC 0400,01,3.000,Introduction to Accounting,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/01-10/13', 'location': 'DSB 112'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '09/05-09/05', 'location': 'DSB 112'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '09/19-09/19', 'location': 'DSB 112'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '10/03-10/03', 'location': 'DSB 112'}]",Bruce   Bradford
75913,AC 0500,01,3.000,Accounting Information for Decision-Making,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '10/27-12/15', 'location': 'DSB 112'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '11/07-11/07', 'location': 'DSB 112'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '11/21-11/21', 'location': 'DSB 112'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '12/05-12/05', 'location': 'DSB 112'}]",Bruce   Bradford
75914,AC 0570,01,3.000,Issues in Accounting Ethics,"[{'days': 'W', 'times': '1050am-0150pm', 'dates': '09/02-12/16', 'location': 'DSB 115'}]",Joan L.  Lee
75915,AC 0570,02,3.000,Issues in Accounting Ethics,"[{'days': 'R', 'times': '1050am-0150pm', 'dates': '09/03-12/17', 'location': 'DSB 115'}]",Joan L.  Lee
75916,AC 0570,03,3.000,Issues in Accounting Ethics,"[{'days': 'R', 'times': '0200pm-0500pm', 'dates': '09/03-12/17', 'location': 'DSB 115'}]",Dawn W  Massey
77179,AC 0585,01,3.000,Contemporary Topics: Advanced Financial Transactions: Regulatory and Legal Issues,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/01-12/18', 'location': 'BY ARR '}]",Milo W.  Peck
75917,AC 0590,01,3.000,Research on Contemporary Issues in Accounting,"[{'days': 'W', 'times': '1000am-0100pm', 'dates': '09/02-12/16', 'location': 'DSB 2109A'}, {'days': 'S', 'times': '1000am-0100pm', 'dates': '09/12-09/12', 'location': 'NYS 101'}]",Dawn W  Massey
75918,AC 0590,02,3.000,Research on Contemporary Issues in Accounting,"[{'days': 'W', 'times': '0200pm-0500pm', 'dates': '09/02-12/16', 'location': 'DSB 115'}, {'days': 'S', 'times': '1000am-0100pm', 'dates': '09/12-09/12', 'location': 'NYS 101'}]",Dawn W  Massey
76447,AC 0590,03,3.000,Research on Contemporary Issues in Accounting,"[{'days': 'W', 'times': '0630pm-0930pm', 'dates': '09/02-12/16', 'location': 'DSB 115'}, {'days': 'S', 'times': '1000am-0100pm', 'dates': '09/12-09/12', 'location': 'NYS 101'}]",Dawn W  Massey
76407,AS 0200,A,3.000,Roots of American Culture,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'DMH 331'}]",Peter L.  Bayers
77168,AS 0399,PB,3.000,Independent Research Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",Peter L.  Bayers
76513,AS 0400,01,3.000,Critical Issues/Amer Studies,"[{'days': 'W', 'times': '0630pm-0830pm', 'dates': '09/01-12/18', 'location': 'DMH 231'}]",Johanna   Garvey
77110,AS 0404,ML,3.000,American Studies Graduate Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/01-12/18', 'location': 'BY ARR '}]",Martha S.  LoMonaco
77127,AS 0483,01,3.000,America in the 1930s,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '09/01-12/07', 'location': 'CNS 6'}]",Cecelia F.  Bucki
76934,AS 0488,01,3.000,Frontier in American Culture,"[{'days': 'M', 'times': '0630pm-0830pm', 'dates': '09/01-12/18', 'location': 'DMH 231'}]",Peter L.  Bayers
75478,AY 0010,A,3.000,Introduction to Four-Field Anthropology,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'CNS 9'}]",Scott M.  Lacy
75479,AY 0010,C01,3.000,Introduction to Four-Field Anthropology,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'DMH 231'}]",Scott M.  Lacy
75752,AY 0052,A,3.000,Culture and Political Economy,"[{'days': 'TR', 'times': '0630pm-0745pm', 'dates': '09/01-12/07', 'location': 'CNS 303'}]",David   Crawford
76300,AY 0052,B,3.000,Culture and Political Economy,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'BNW 253'}]",Joseph A.  Wilson
75297,AY 0110,A,3.000,Biological Anthropology,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'DMH 349'}]",Joseph A.  Wilson
77011,AY 0111,01,3.000,Cultural Anthropology,"[{'days': '\xa0', 'times': 'TBA', 'dates': '11/02-12/18', 'location': 'ONLINE '}]",Sarah A.  Wessler
75728,AY 0111,A,3.000,Cultural Anthropology,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'CNS 301'}]",David   Crawford
76753,AY 0111,B,3.000,Cultural Anthropology,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'BNW 138'}]",Sarah A.  Wessler
76758,AY 0115,A,3.000,Biomedical Anthropology,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'CNS 305'}]",Gary P.  Aronsen
76303,AY 0152,A,3.000,Islamic Societies and Cultures,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'MCA 206'}]",David   Crawford
76754,AY 0168,A,3.000,Women and Men: The Anthropology of Gender,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'MCA 204'}]",Sarah A.  Wessler
75333,AE 0262,A,3.000,Ethics and the Community,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '09/01-12/07', 'location': 'DSB 106'}]",Robert A.  Liftig
75233,AE 0265,A,3.000,Ethics in Education,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '09/01-12/07', 'location': 'DSB 106'}]",Robert A.  Liftig
75282,AE 0276,A,3.000,Ethical Dimensions of Global Business Practices,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'DSB 106'}]",Robert B.  Day
76234,AE 0281,A,3.000,Ethics of Communications,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'DMH 348'}]",Barry   Butler
76826,AE 0284,A,3.000,Environmental Ethics,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/01-12/07', 'location': 'DSB 106'}]",David R.  Brown
75125,AE 0284,B,3.000,Environmental Ethics,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'DSB 104'}]",David R.  Brown
75001,AE 0285,A,3.000,Ethics of Health Care,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/01-12/07', 'location': 'DSB 109'}]",Richard L.  Newman
75002,AE 0291,A,3.000,Business Ethics,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/01-12/07', 'location': 'DSB 115'}]",David P.  Schmidt
75003,AE 0291,B,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/14-10/30', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
75070,AE 0291,C,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '10/26-12/07', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
75308,AE 0291,D,3.000,Business Ethics,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'CNS 202'}]",Scott W.  Ventrella
75313,AE 0291,E,3.000,Business Ethics,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'DSB 112'}]",Jeffrey L.  Yoder
76827,AE 0291,F,3.000,Business Ethics,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '09/01-12/07', 'location': 'DSB 110B'}]",Norma   Schmidt
76828,AE 0291,G,3.000,Business Ethics,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'DSB 110A'}]",David P.  Schmidt
77033,AE 0291,H,3.000,Business Ethics,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/01-12/07', 'location': 'DSB 108'}]",David P.  Schmidt
75344,AR 0110,A,3.000,Elementary Modern Standard Arabic I,"[{'days': 'MW', 'times': '0300pm-0445pm', 'dates': '09/01-12/07', 'location': 'DMH 131'}]",Abdel Illah A.  Douda
75402,AR 0210,A,3.000,Intermediate Modern Standard Arabic I,"[{'days': 'M', 'times': '0500pm-0645pm', 'dates': '09/01-12/07', 'location': 'DMH 131'}, {'days': 'F', 'times': '0900am-1050am', 'dates': '09/01-12/07', 'location': 'DMH 231'}]",Abdel Illah A.  Douda
75745,AR 0381,A,3.000,Coordinating Seminar,"[{'days': 'W', 'times': '0100pm-0200pm', 'dates': '09/01-12/07', 'location': 'CNS 108'}]",Abdel Illah A.  Douda
76861,AH 0010,01,3.000,Origins and Transformations in Western Art,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/14-11/20', 'location': 'ONLINE '}]",Alison C.  Poe
75165,AH 0010,A,3.000,Origins and Transformations in Western Art,"[{'days': 'MR', 'times': '1230pm-0120pm', 'dates': '09/01-12/07', 'location': 'BLM LL105'}, {'days': 'W', 'times': '1200pm-1250pm', 'dates': '09/01-12/07', 'location': 'BLM LL105'}]",Katherine A.  Schwab
75166,AH 0010,B,3.000,Origins and Transformations in Western Art,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'CNS 6'}]",Philip I.  Eliasoph
75559,AH 0010,C01,3.000,Origins and Transformations in Western Art,"[{'days': 'TWF', 'times': '1100am-1150am', 'dates': '09/01-12/07', 'location': 'BLM LL105'}]",Marice E.  Rose
75167,AH 0010,D,3.000,Origins and Transformations in Western Art,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'CNS 6'}]",Philip I.  Eliasoph
75168,AH 0010,E,3.000,Origins and Transformations in Western Art,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'CNS 6'}]",Philip I.  Eliasoph
75432,AH 0010,F,3.000,Origins and Transformations in Western Art,"[{'days': 'TF', 'times': '1230pm-0120pm', 'dates': '09/01-12/07', 'location': 'CNS 10'}, {'days': 'W', 'times': '0100pm-0150pm', 'dates': '09/01-12/07', 'location': 'CNS 10'}]",Marice E.  Rose
76860,AH 0010,G,3.000,Origins and Transformations in Western Art,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'BLM LL105'}]",Katherine A.  Schwab
76444,AH 0011,A,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'MR', 'times': '0500pm-0615pm', 'dates': '09/01-12/07', 'location': 'CNS 10'}]",Lauren Elise  Cesiro
76317,AH 0013,A,3.000,"Art of Africa, the Caribbean, and the Americas","[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'CNS 6'}]",Ive E.  Covaci
76318,AH 0014,A,3.000,Art of Asia,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'CNS 6'}]",Ive E.  Covaci
76862,AH 0112,A,3.000,Etruscan and Roman Art and Archaeology,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'CNS 10'}]",Marice E.  Rose
76863,AH 0130,A,3.000,Early Renaissance Art in Italy,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '09/01-12/07', 'location': 'CNS 6'}]",Philip I.  Eliasoph
76864,AH 0172,A,3.000,History of Photography,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'CNS 10'}]",Lauren Elise  Cesiro
76865,AH 0290B,A,3.000,Special Topics: Hair in the Classical World,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'BLM LL105'}]",Katherine A.  Schwab
77055,AH 0310,A,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",Marice E.  Rose
77054,AN 0301,AA,3.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",Anna-Maria   Aksan
75456,AN 0310,A,3.000,Asian Studies Seminar,"[{'days': '\xa0', 'times': 'TBA', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",Danke   Li
75944,BI 0015,A,3.000,Fundamentals of Biology I,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'BNW GR22'}]",Christopher J.  Blough
76788,BI 0015,B,3.000,Fundamentals of Biology I,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'BNW 137'}]",Christopher J.  Blough
75219,BI 0018,A,3.000,Human Biology: Form & Function,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'BNW 127'}]",Indrani   Dutta
75304,BI 0018,B,3.000,Human Biology: Form & Function,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'BNW 127'}]",Indrani   Dutta
75449,BI 0071,A,3.000,Identity and the Human Genome,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/01-12/07', 'location': 'BNW 333'}]",Christine R.  Rodriguez
76287,BI 0073,A,3.000,Contemporary Nutrition: Food for Thought,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'BNW 254'}]",Jacqueline A  Vernarelli
76789,BI 0074,A,3.000,Biology of Food,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'BNW 332'}]",Jennifer L.  Klug
77097,BI 0075,01,3.000,Ecology and Society,"[{'days': '\xa0', 'times': 'TBA', 'dates': '11/02-12/18', 'location': 'ONLINE '}]",Robert G.  Ford
76790,BI 0075,A,3.000,Ecology and Society,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '09/01-12/07', 'location': 'BNW 332'}]",Joanne Helene  Choly
76985,BI 0076,A,3.000,Environmental Science,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'BNW 332'}]",James E.  Biardi
76235,BI 0078,A,3.000,Introduction to Marine Science,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '09/01-12/07', 'location': 'BNW 138'}]",Brian D.  Ortman
76236,BI 0078,B,3.000,Introduction to Marine Science,"[{'days': 'TR', 'times': '0630pm-0745pm', 'dates': '09/01-12/07', 'location': 'BNW 138'}]",Brian D.  Ortman
76791,BI 0096,A,3.000,God and Modern Biology,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'BNW 332'}]",Glenn R.  Sauer
76422,BI 0107,A,4.000,Human Anatomy & Physiology I,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'SON 203'}]",Christine   Earls
75868,BI 0107,A-C,4.000,Human Anatomy & Physiology I,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'SON 203'}]",Christine   Earls
76423,BI 0107,B,4.000,Human Anatomy & Physiology I,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'SON 203'}]",Anthony J.  DeCristofaro
76120,BI 0107,B-C,4.000,Human Anatomy & Physiology I,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'SON 203'}]",Anthony J.  DeCristofaro
75617,BI 0107L,A,0.000,Human Anatomy & Physiology Lab,"[{'days': 'M', 'times': '0100pm-0350pm', 'dates': '09/01-12/07', 'location': 'BNW 240'}]",Christine   Earls
75621,BI 0107L,B,0.000,Human Anatomy & Physiology Lab,"[{'days': 'T', 'times': '0900am-1150am', 'dates': '09/01-12/07', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
75646,BI 0107L,C,0.000,Human Anatomy & Physiology Lab,"[{'days': 'W', 'times': '0830am-1120am', 'dates': '09/01-12/07', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
75647,BI 0107L,D,0.000,Human Anatomy & Physiology Lab,"[{'days': 'W', 'times': '1230pm-0320pm', 'dates': '09/01-12/07', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
75653,BI 0107L,E,0.000,Human Anatomy & Physiology Lab,"[{'days': 'W', 'times': '0530pm-0820pm', 'dates': '09/01-12/07', 'location': 'BNW 240'}]",Christopher J.  Blough
76060,BI 0107L,F,0.000,Human Anatomy & Physiology Lab,"[{'days': 'R', 'times': '0100pm-0350pm', 'dates': '09/01-12/07', 'location': 'BNW 240'}]",Christine   Earls
76462,BI 0107L,G,0.000,Human Anatomy & Physiology Lab,"[{'days': 'F', 'times': '1000am-1250pm', 'dates': '09/01-12/07', 'location': 'BNW 240'}]",Christine   Earls
75279,BI 0151,A,4.000,Elements of Microbiology,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'BNW 131'}]",Eugenia T.  Zavras
75662,BI 0151L,A,0.000,Elements of Microbiology Lab,"[{'days': 'M', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 245'}]",Eugenia T.  Zavras
75663,BI 0151L,B,0.000,Elements of Microbiology Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 245'}]",Eugenia T.  Zavras
75664,BI 0151L,C,0.000,Elements of Microbiology Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 245'}]",Eugenia T.  Zavras
76424,BI 0170,A,4.000,General Biology I,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'SON 203'}]",Anita G.  Fernandez
75468,BI 0170,A-C,4.000,General Biology I,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'SON 203'}]",Anita G.  Fernandez
76425,BI 0170,B,4.000,General Biology I,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'SON 203'}]",Anita G.  Fernandez
75212,BI 0170,B-C,4.000,General Biology I,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'SON 203'}]",Anita G.  Fernandez
75665,BI 0170L,A,0.000,General Biology I Lab,"[{'days': 'M', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 261'}]",Phyllis Cellini  Braun
75666,BI 0170L,B,0.000,General Biology I Lab,"[{'days': 'M', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 264'}]",Christine R.  Rodriguez
75667,BI 0170L,C,0.000,General Biology I Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 261'}]",Catherine J.  Andersen
75668,BI 0170L,D,0.000,General Biology I Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 264'}]",Shelley A.  Phelan
75669,BI 0170L,E,0.000,General Biology I Lab,"[{'days': 'W', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 261'}]",Catherine J.  Andersen
75671,BI 0170L,G,0.000,General Biology I Lab,"[{'days': 'W', 'times': '0530pm-0820pm', 'dates': '09/01-12/07', 'location': 'BNW 264'}]",Brian G.  Walker
75672,BI 0170L,H,0.000,General Biology I Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 261'}]",Phyllis Cellini  Braun
75673,BI 0170L,I,0.000,General Biology I Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 264'}]",Lenka   Biardi
75674,BI 0170P,A,0.000,General Biology I PLG,"[{'days': 'T', 'times': '0300pm-0350pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75675,BI 0170P,B,0.000,General Biology I PLG,"[{'days': 'T', 'times': '0400pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75677,BI 0170P,C,0.000,General Biology I PLG,"[{'days': 'T', 'times': '0500pm-0550pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75679,BI 0170P,D,0.000,General Biology I PLG,"[{'days': 'T', 'times': '0600pm-0650pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75680,BI 0170P,E,0.000,General Biology I PLG,"[{'days': 'W', 'times': '0300pm-0350pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75681,BI 0170P,F,0.000,General Biology I PLG,"[{'days': 'W', 'times': '0400pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75682,BI 0170P,G,0.000,General Biology I PLG,"[{'days': 'W', 'times': '0500pm-0550pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75683,BI 0170P,H,0.000,General Biology I PLG,"[{'days': 'W', 'times': '0600pm-0650pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75684,BI 0170P,I,0.000,General Biology I PLG,"[{'days': 'R', 'times': '0300pm-0350pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75685,BI 0170P,J,0.000,General Biology I PLG,"[{'days': 'R', 'times': '0400pm-0450pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75686,BI 0170P,K,0.000,General Biology I PLG,"[{'days': 'R', 'times': '0500pm-0550pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
75687,BI 0170P,L,0.000,General Biology I PLG,"[{'days': 'R', 'times': '0600pm-0650pm', 'dates': '09/01-12/07', 'location': 'BNW 319'}]",TBA
