crn,catalog_id,section,credits,title,meetings,primary_instructor
31932,AC 0345,A,3.000,Federal Income Taxation II,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'DSB 104'}]",Kathi M.  Mettler
33018,AC 0345,AAA,3.000,Federal Income Taxation II,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'DSB 104'}]",Kathi M.  Mettler
34101,AC 0391,A,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Tara M.  Berwick
34129,AC 0392,A,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Tara M.  Berwick
34238,AC 0398,MP,3.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Milo W.  Peck
33409,AC 0500,01,3.000,Accounting Information for Decision-Making,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '01/20-03/17', 'location': 'DSB 109'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '01/31-01/31', 'location': 'DSB 106'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '02/14-02/14', 'location': 'DSB 106'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '02/28-02/28', 'location': 'DSB 106'}]",Patricia M.  Poli
33929,AC 0520,01,3.000,International Accounting,"[{'days': 'TF', 'times': '0530pm-0830pm', 'dates': '03/20-05/08', 'location': 'DSB 109'}]",Michael P.  Coyne
32862,AC 0550,01,3.000,Accounting Information Systems and Technology,"[{'days': 'MR', 'times': '0200pm-0500pm', 'dates': '03/19-05/07', 'location': 'DSB 111'}]",Bruce   Bradford
33410,AC 0555,01,3.000,Issues in Internal Audit,"[{'days': 'W', 'times': '1000am-0600pm', 'dates': '03/18-05/06', 'location': 'DSB 115'}]",Dawn W  Massey
32863,AC 0560,01,3.000,Audit Issues in a Global Environment,"[{'days': 'T', 'times': '0830am-0500pm', 'dates': '03/24-03/24', 'location': 'NYS 101'}, {'days': 'TF', 'times': '0800am-1100am', 'dates': '03/27-05/08', 'location': 'DSB 115'}]",Patricia M.  Poli
32864,AC 0560,02,3.000,Audit Issues in a Global Environment,"[{'days': 'T', 'times': '0830am-0500pm', 'dates': '03/24-03/24', 'location': 'NYS 101'}, {'days': 'TF', 'times': '0200pm-0500pm', 'dates': '03/27-05/08', 'location': 'DSB 111'}]",Patricia M.  Poli
34164,AS 0300,DG,3.000,Independent Research Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Donald W.  Greenberg
34069,AS 0399,EP,3.000,Independent Research Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Elizabeth A.  Petrino
34087,AS 0399,GA,3.000,Independent Research Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Gwendoline M.  Alphonso
34124,AS 0404,AL,3.000,American Studies Graduate Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-05/08', 'location': 'BY ARR '}]",Anna M.  Lawrence
34149,AS 0404,EH,3.000,American Studies Graduate Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-05/08', 'location': 'BY ARR '}]",Elizabeth   Hohl
32943,AS 0499,SO,3.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Sally E.  O'Driscoll
33982,ASEN 0487,01,3.000,The American Novel,"[{'days': 'M', 'times': '0545pm-0745pm', 'dates': '01/20-04/30', 'location': 'DMH 230'}]",Edrik J.  Lopez
33888,ASHI 0437,01,3.000,American Prophetic Tradition,"[{'days': 'R', 'times': '0700pm-1000pm', 'dates': '01/20-03/05', 'location': 'CNS 5'}, {'days': 'S', 'times': '1000am-0300pm', 'dates': '02/07-02/07', 'location': 'CNS 5'}, {'days': 'S', 'times': '1000am-0300pm', 'dates': '02/28-02/28', 'location': 'CNS 5'}]",David W.  McFadden
32410,AY 0010,A,3.000,Introduction to Four-Field Anthropology,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/20-04/30', 'location': 'CNS 106'}]",Scott M.  Lacy
32411,AY 0010,B,3.000,Introduction to Four-Field Anthropology,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/20-04/30', 'location': 'CNS 106'}]",Scott M.  Lacy
34035,AY 0052,A,3.000,Culture and Political Economy,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'DMH 350'}]",Joseph A.  Wilson
32782,AY 0110,A,3.000,Biological Anthropology,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'CNS 15'}]",Gary P.  Aronsen
33715,AY 0110,B,3.000,Biological Anthropology,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'BNW 137'}]",Gary P.  Aronsen
33679,AY 0111,A,3.000,Cultural Anthropology,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '01/20-04/30', 'location': 'DMH 348'}]",Sarah A.  Wessler
33680,AY 0111,B,3.000,Cultural Anthropology,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '01/20-04/30', 'location': 'DMH 348'}]",Sarah A.  Wessler
33714,AY 0163,A,3.000,Culture and Inequality,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'DMH 350'}]",Joseph A.  Wilson
32156,AE 0262,A,3.000,Ethics and the Community,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/20-04/30', 'location': 'DSB 104'}]",Robert A.  Liftig
33034,AE 0265,A,3.000,Ethics in Education,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/20-04/30', 'location': 'DSB 112'}]",Robert A.  Liftig
32282,AE 0276,A,3.000,Ethical Dimensions of Global Business Practices,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'DSB 105'}]",Robert B.  Day
32157,AE 0281,A,3.000,Ethics of Communications,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'DMH 348'}]",Barry   Butler
31844,AE 0284,A,3.000,Environmental Ethics,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '01/20-04/30', 'location': 'DSB 109'}]",David R.  Brown
31846,AE 0284,B,3.000,Environmental Ethics,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'DSB 105'}]",David R.  Brown
33330,AE 0284,BBB,3.000,Environmental Ethics,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'DSB 105'}]",David R.  Brown
32036,AE 0285,A,3.000,Ethics of Health Care,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '01/20-04/30', 'location': 'DMH 350'}]",Curtis R.  Naser
32046,AE 0287,A,3.000,Engineering Ethics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/20-04/30', 'location': 'DSB 106'}]",David P.  Schmidt
31820,AE 0291,A,3.000,Business Ethics,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '01/20-04/30', 'location': 'DSB 108'}]",David P.  Schmidt
31978,AE 0291,B,3.000,Business Ethics,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'DMH 350'}]",Scott W.  Ventrella
33331,AE 0291,BBB,3.000,Business Ethics,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'DMH 350'}]",Scott W.  Ventrella
31928,AE 0291,C,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '02/02-03/20', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
34054,AE 0291,CCC,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '02/02-03/20', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
31929,AE 0291,D,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '03/23-05/08', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
32051,AE 0291,E,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'ONLINE '}]",Jeffrey L.  Yoder
32443,AE 0293,A,3.000,Ethics of War and Peace,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/20-04/30', 'location': 'DSB 106'}]",Norma   Schmidt
31990,AE 0391,A,3.000,"Seminar in Business Law, Regulation, and Ethics","[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'DMH 231'}]",David P.  Schmidt
34075,AE 0399,DS,3.000,Special Topics in Applied Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",David P.  Schmidt
32178,AR 0111,A,3.000,Elementary Modern Standard Arabic II,"[{'days': 'MW', 'times': '0300pm-0445pm', 'dates': '01/20-04/30', 'location': 'DMH 331'}]",Abdel Illah A.  Douda
32298,AR 0211,A,3.000,Intermediate Modern Standard Arabic II,"[{'days': 'MW', 'times': '0500pm-0645pm', 'dates': '01/20-04/30', 'location': 'DMH 331'}]",Abdel Illah A.  Douda
33851,AR 0382,A,3.000,Coordinating Seminar,"[{'days': 'W', 'times': '0100pm-0200pm', 'dates': '01/20-04/30', 'location': 'CNS 5'}]",Abdel Illah A.  Douda
32053,AH 0010,A,3.000,Origins and Transformations in Western Art,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'BLM LL105'}]",Katherine A.  Schwab
32289,AH 0010,B,3.000,Origins and Transformations in Western Art,"[{'days': 'MR', 'times': '1230pm-0120pm', 'dates': '01/20-04/30', 'location': 'BLM LL105'}, {'days': 'W', 'times': '1200pm-1250pm', 'dates': '01/20-04/30', 'location': 'BLM LL105'}]",Katherine A.  Schwab
34037,AH 0011,01,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': '\xa0', 'times': 'TBA', 'dates': '02/02-03/20', 'location': 'ONLINE '}]",Lauren Elise  Cesiro
31917,AH 0011,A,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/20-04/30', 'location': 'CNS 9'}]",Lauren Elise  Cesiro
31918,AH 0011,B,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'CNS 6'}]",Philip I.  Eliasoph
31919,AH 0011,C,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/20-04/30', 'location': 'CNS 6'}]",Philip I.  Eliasoph
31920,AH 0011,D,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'TWF', 'times': '1100am-1150am', 'dates': '01/20-04/30', 'location': 'CNS 9'}]",Marice E.  Rose
32246,AH 0011,E,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'TF', 'times': '1230pm-0120pm', 'dates': '01/20-04/30', 'location': 'CNS 9'}, {'days': 'W', 'times': '0100pm-0150pm', 'dates': '01/20-04/30', 'location': 'CNS 9'}]",Marice E.  Rose
34013,AH 0011,F,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'CNS 6'}]",Philip I.  Eliasoph
34055,AH 0011,FFF,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'CNS 6'}]",Philip I.  Eliasoph
33919,AH 0014,A,3.000,Art of Asia,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/20-04/30', 'location': 'CNS 6'}]",Ive E.  Covaci
33920,AH 0109,A,3.000,Jewish Art: Moses to Modernity,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/20-04/30', 'location': 'CNS 6'}]",Philip I.  Eliasoph
33098,AH 0111,A,3.000,Greek Art and Archaeology,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/20-04/30', 'location': 'BLM LL105'}]",Katherine A.  Schwab
33927,AH 0121,A,3.000,Celtic and Early Irish Art,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/20-04/30', 'location': 'BLM LL105'}]",Marice E.  Rose
33925,AH 0192,A,3.000,"The History, Theory, and Practice of Museums","[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'CNS 9'}]",Susan D.  Fisher
34056,AH 0192,AAA,3.000,"The History, Theory, and Practice of Museums","[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'CNS 9'}]",Susan D.  Fisher
32370,AH 0300,KS,3.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Katherine A.  Schwab
31921,AH 0310,A,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Marice E.  Rose
32044,AH 0330,A,3.000,Senior Capstone Seminar,"[{'days': 'T', 'times': '0500pm-0730pm', 'dates': '01/20-04/30', 'location': 'CNS 5'}]",Ive E.  Covaci
34130,AN 0301,DL,3.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/20-04/30', 'location': 'BY ARR '}]",Danke   Li
34010,AN 0310,B,3.000,Asian Studies Seminar,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/20-04/30', 'location': 'CNS 305'}]",Jiwei   Xiao
31870,BI 0016,A,3.000,General Biology II,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/20-04/30', 'location': 'BNW 253'}]",Christopher J.  Blough
33035,BI 0018,A,3.000,Human Biology: Form & Function,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'BNW 127'}]",Indrani   Dutta
32111,BI 0018,B,3.000,Human Biology: Form & Function,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/20-04/30', 'location': 'BNW 334'}]",Indrani   Dutta
33039,BI 0070,A,3.000,"Science, Technology, and Society","[{'days': 'TF', 'times': '0800am-0915am', 'dates': '01/20-04/30', 'location': 'BNW 138'}]",Lauren P.  Blair
33684,BI 0070,B,3.000,"Science, Technology, and Society","[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'BNW 138'}]",Lauren P.  Blair
32372,BI 0074,A,3.000,Biology of Food,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/20-04/30', 'location': 'BNW 332'}]",Jennifer L.  Klug
32373,BI 0076,A,3.000,Environmental Science,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '01/20-04/30', 'location': 'BNW 332'}]",James E.  Biardi
32133,BI 0078,01,3.000,Introduction to Marine Science,"[{'days': '\xa0', 'times': 'TBA', 'dates': '02/02-03/20', 'location': 'ONLINE '}]",Thomas B.  Cunningham
33799,BI 0078,A,3.000,Introduction to Marine Science,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/20-04/30', 'location': 'BNW 139'}]",Brian D.  Ortman
33800,BI 0078,B,3.000,Introduction to Marine Science,"[{'days': 'TR', 'times': '0630pm-0745pm', 'dates': '01/20-04/30', 'location': 'BNW 139'}]",Brian D.  Ortman
33801,BI 0095,A,3.000,Philosophy and Biology of Evolutionary Theory,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/20-04/30', 'location': 'BNW 254'}]",Soyong   Byun
33040,BI 0096,A,3.000,God and Modern Biology,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/20-04/30', 'location': 'BNW 332'}]",Glenn R.  Sauer
31871,BI 0108,A,4.000,Human Anatomy & Physiology II,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/20-04/30', 'location': 'SON 203'}]",Christine   Earls
32792,BI 0108,B,4.000,Human Anatomy & Physiology II,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/20-04/30', 'location': 'SON 203'}]",Jacqueline A  Vernarelli
32374,BI 0108L,A,0.000,Human Anatomy & Physiology Lab,"[{'days': 'M', 'times': '0100pm-0350pm', 'dates': '01/20-04/30', 'location': 'BNW 240'}]",Christine   Earls
32375,BI 0108L,B,0.000,Human Anatomy & Physiology Lab,"[{'days': 'W', 'times': '0830am-1120am', 'dates': '01/20-04/30', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
32376,BI 0108L,C,0.000,Human Anatomy & Physiology Lab,"[{'days': 'W', 'times': '1230pm-0320pm', 'dates': '01/20-04/30', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
32377,BI 0108L,D,0.000,Human Anatomy & Physiology Lab,"[{'days': 'W', 'times': '0530pm-0820pm', 'dates': '01/20-04/30', 'location': 'BNW 240'}]",Christopher J.  Blough
32378,BI 0108L,E,0.000,Human Anatomy & Physiology Lab,"[{'days': 'R', 'times': '0100pm-0350pm', 'dates': '01/20-04/30', 'location': 'BNW 240'}]",Christine   Earls
32793,BI 0108L,F,0.000,Human Anatomy & Physiology Lab,"[{'days': 'F', 'times': '1000am-1250pm', 'dates': '01/20-04/30', 'location': 'BNW 240'}]",Christine   Earls
33802,BI 0108L,G,0.000,Human Anatomy & Physiology Lab,"[{'days': 'R', 'times': '0530pm-0820pm', 'dates': '01/20-04/30', 'location': 'BNW 240'}]",Christopher J.  Blough
32010,BI 0151,A,4.000,Elements of Microbiology (NS),"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/20-04/30', 'location': 'BNW 131'}]",Eugenia T.  Zavras
32379,BI 0151L,A,0.000,Elements of Microbiology Lab,"[{'days': 'M', 'times': '0200pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 245'}]",Eugenia T.  Zavras
32380,BI 0151L,B,0.000,Elements of Microbiology Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 245'}]",Eugenia T.  Zavras
33764,BI 0151L,C,0.000,Elements of Microbiology Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 245'}]",Eugenia T.  Zavras
32011,BI 0171,A,4.000,General Biology II (Majors),"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'SON 203'}]",Catherine J.  Andersen
32381,BI 0171,B,4.000,General Biology II (Majors),"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/20-04/30', 'location': 'SON 203'}]",Catherine J.  Andersen
32383,BI 0171L,B,0.000,General Biology II Lab,"[{'days': 'M', 'times': '0200pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 264'}]",Phyllis Cellini  Braun
32384,BI 0171L,C,0.000,General Biology II Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 261'}]",Diane J.  Brousseau
32385,BI 0171L,D,0.000,General Biology II Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 264'}]",Geoffrey A.  Church
32386,BI 0171L,E,0.000,General Biology II Lab,"[{'days': 'W', 'times': '0200pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 261'}]",Catherine J.  Andersen
32387,BI 0171L,F,0.000,General Biology II Lab,"[{'days': 'W', 'times': '0200pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 264'}]",Diane J.  Brousseau
33335,BI 0171L,H,0.000,General Biology II Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 264'}]",Phyllis Cellini  Braun
33786,BI 0171P,A,0.000,General Biology II PLG,"[{'days': 'T', 'times': '0300pm-0350pm', 'dates': '01/20-04/30', 'location': 'BNW 319'}]",TBA
33788,BI 0171P,B,0.000,General Biology II PLG,"[{'days': 'T', 'times': '0400pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 319'}]",TBA
33789,BI 0171P,C,0.000,General Biology II PLG,"[{'days': 'T', 'times': '0500pm-0550pm', 'dates': '01/20-04/30', 'location': 'BNW 319'}]",TBA
33790,BI 0171P,D,0.000,General Biology II PLG,"[{'days': 'T', 'times': '0600pm-0650pm', 'dates': '01/20-04/30', 'location': 'BNW 319'}]",TBA
33791,BI 0171P,E,0.000,General Biology II PLG,"[{'days': 'W', 'times': '0300pm-0350pm', 'dates': '01/20-04/30', 'location': 'BNW 319'}]",TBA
33792,BI 0171P,F,0.000,General Biology II PLG,"[{'days': 'W', 'times': '0400pm-0450pm', 'dates': '01/20-04/30', 'location': 'BNW 319'}]",TBA
33793,BI 0171P,G,0.000,General Biology II PLG,"[{'days': 'W', 'times': '0500pm-0550pm', 'dates': '01/20-04/30', 'location': 'BNW 319'}]",TBA
33794,BI 0171P,H,0.000,General Biology II PLG,"[{'days': 'W', 'times': '0600pm-0650pm', 'dates': '01/20-04/30', 'location': 'BNW 319'}]",TBA
