term,crn,location,day,start,end
SpringBreak2017,41702,BNW 469,M,2017-03-13T08:30:00,2017-03-13T16:30:00
SpringBreak2017,41702,BNW 469,T,2017-03-14T08:30:00,2017-03-14T16:30:00
SpringBreak2017,41702,BNW 469,W,2017-03-15T08:30:00,2017-03-15T16:30:00
SpringBreak2017,41702,BNW 469,R,2017-03-16T08:30:00,2017-03-16T16:30:00
SpringBreak2017,41702,BNW 469,F,2017-03-17T08:30:00,2017-03-17T16:30:00
