term,crn,location,day,start,end
Spring2017,31177,DSB 108,M,2017-03-20T12:30:00,2017-03-20T13:45:00
Spring2017,31177,DSB 108,R,2017-03-23T12:30:00,2017-03-23T13:45:00
Spring2017,31177,DSB 108,M,2017-03-27T12:30:00,2017-03-27T13:45:00
Spring2017,31177,DSB 108,R,2017-03-30T12:30:00,2017-03-30T13:45:00
Spring2017,31177,DSB 108,M,2017-04-03T12:30:00,2017-04-03T13:45:00
Spring2017,31177,DSB 108,R,2017-04-06T12:30:00,2017-04-06T13:45:00
Spring2017,31177,DSB 108,M,2017-04-10T12:30:00,2017-04-10T13:45:00
Spring2017,31177,DSB 108,R,2017-04-13T12:30:00,2017-04-13T13:45:00
Spring2017,31177,DSB 108,R,2017-04-20T12:30:00,2017-04-20T13:45:00
Spring2017,31177,DSB 108,M,2017-04-24T12:30:00,2017-04-24T13:45:00
Spring2017,31177,DSB 108,R,2017-04-27T12:30:00,2017-04-27T13:45:00
Spring2017,31177,DSB 108,M,2017-05-01T12:30:00,2017-05-01T13:45:00
Spring2017,31177,DSB 108,T,2017-02-21T12:30:00,2017-02-21T13:45:00
Spring2017,31194,DSB 104,R,2017-01-19T14:00:00,2017-01-19T15:15:00
Spring2017,31194,DSB 104,M,2017-01-23T14:00:00,2017-01-23T15:15:00
Spring2017,31194,DSB 104,R,2017-01-26T14:00:00,2017-01-26T15:15:00
Spring2017,31194,DSB 104,M,2017-01-30T14:00:00,2017-01-30T15:15:00
Spring2017,31194,DSB 104,R,2017-02-02T14:00:00,2017-02-02T15:15:00
Spring2017,31194,DSB 104,M,2017-02-06T14:00:00,2017-02-06T15:15:00
Spring2017,31194,DSB 104,R,2017-02-09T14:00:00,2017-02-09T15:15:00
Spring2017,31194,DSB 104,M,2017-02-13T14:00:00,2017-02-13T15:15:00
Spring2017,31194,DSB 104,R,2017-02-16T14:00:00,2017-02-16T15:15:00
Spring2017,31194,DSB 104,R,2017-02-23T14:00:00,2017-02-23T15:15:00
Spring2017,31194,DSB 104,M,2017-02-27T14:00:00,2017-02-27T15:15:00
Spring2017,31194,DSB 104,R,2017-03-02T14:00:00,2017-03-02T15:15:00
Spring2017,31194,DSB 104,M,2017-03-06T14:00:00,2017-03-06T15:15:00
Spring2017,31194,DSB 104,R,2017-03-09T14:00:00,2017-03-09T15:15:00
Spring2017,31194,DSB 104,M,2017-03-20T14:00:00,2017-03-20T15:15:00
Spring2017,31194,DSB 104,R,2017-03-23T14:00:00,2017-03-23T15:15:00
Spring2017,31194,DSB 104,M,2017-03-27T14:00:00,2017-03-27T15:15:00
Spring2017,31194,DSB 104,R,2017-03-30T14:00:00,2017-03-30T15:15:00
Spring2017,31194,DSB 104,M,2017-04-03T14:00:00,2017-04-03T15:15:00
Spring2017,31194,DSB 104,R,2017-04-06T14:00:00,2017-04-06T15:15:00
Spring2017,31194,DSB 104,M,2017-04-10T14:00:00,2017-04-10T15:15:00
Spring2017,31194,DSB 104,R,2017-04-13T14:00:00,2017-04-13T15:15:00
Spring2017,31194,DSB 104,R,2017-04-20T14:00:00,2017-04-20T15:15:00
Spring2017,31194,DSB 104,M,2017-04-24T14:00:00,2017-04-24T15:15:00
Spring2017,31194,DSB 104,R,2017-04-27T14:00:00,2017-04-27T15:15:00
Spring2017,31194,DSB 104,M,2017-05-01T14:00:00,2017-05-01T15:15:00
Spring2017,31194,DSB 104,T,2017-02-21T14:00:00,2017-02-21T15:15:00
Spring2017,31195,DSB 104,R,2017-01-19T15:30:00,2017-01-19T16:45:00
Spring2017,31195,DSB 104,M,2017-01-23T15:30:00,2017-01-23T16:45:00
Spring2017,31195,DSB 104,R,2017-01-26T15:30:00,2017-01-26T16:45:00
Spring2017,31195,DSB 104,M,2017-01-30T15:30:00,2017-01-30T16:45:00
Spring2017,31195,DSB 104,R,2017-02-02T15:30:00,2017-02-02T16:45:00
Spring2017,31195,DSB 104,M,2017-02-06T15:30:00,2017-02-06T16:45:00
Spring2017,31195,DSB 104,R,2017-02-09T15:30:00,2017-02-09T16:45:00
Spring2017,31195,DSB 104,M,2017-02-13T15:30:00,2017-02-13T16:45:00
Spring2017,31195,DSB 104,R,2017-02-16T15:30:00,2017-02-16T16:45:00
Spring2017,31195,DSB 104,R,2017-02-23T15:30:00,2017-02-23T16:45:00
Spring2017,31195,DSB 104,M,2017-02-27T15:30:00,2017-02-27T16:45:00
Spring2017,31195,DSB 104,R,2017-03-02T15:30:00,2017-03-02T16:45:00
Spring2017,31195,DSB 104,M,2017-03-06T15:30:00,2017-03-06T16:45:00
Spring2017,31195,DSB 104,R,2017-03-09T15:30:00,2017-03-09T16:45:00
Spring2017,31195,DSB 104,M,2017-03-20T15:30:00,2017-03-20T16:45:00
Spring2017,31195,DSB 104,R,2017-03-23T15:30:00,2017-03-23T16:45:00
Spring2017,31195,DSB 104,M,2017-03-27T15:30:00,2017-03-27T16:45:00
Spring2017,31195,DSB 104,R,2017-03-30T15:30:00,2017-03-30T16:45:00
Spring2017,31195,DSB 104,M,2017-04-03T15:30:00,2017-04-03T16:45:00
Spring2017,31195,DSB 104,R,2017-04-06T15:30:00,2017-04-06T16:45:00
Spring2017,31195,DSB 104,M,2017-04-10T15:30:00,2017-04-10T16:45:00
Spring2017,31195,DSB 104,R,2017-04-13T15:30:00,2017-04-13T16:45:00
Spring2017,31195,DSB 104,R,2017-04-20T15:30:00,2017-04-20T16:45:00
Spring2017,31195,DSB 104,M,2017-04-24T15:30:00,2017-04-24T16:45:00
Spring2017,31195,DSB 104,R,2017-04-27T15:30:00,2017-04-27T16:45:00
Spring2017,31195,DSB 104,M,2017-05-01T15:30:00,2017-05-01T16:45:00
Spring2017,31195,DSB 104,T,2017-02-21T15:30:00,2017-02-21T16:45:00
Spring2017,31196,DSB 106,R,2017-01-19T08:00:00,2017-01-19T09:15:00
Spring2017,31196,DSB 106,M,2017-01-23T08:00:00,2017-01-23T09:15:00
Spring2017,31196,DSB 106,R,2017-01-26T08:00:00,2017-01-26T09:15:00
Spring2017,31196,DSB 106,M,2017-01-30T08:00:00,2017-01-30T09:15:00
Spring2017,31196,DSB 106,R,2017-02-02T08:00:00,2017-02-02T09:15:00
Spring2017,31196,DSB 106,M,2017-02-06T08:00:00,2017-02-06T09:15:00
Spring2017,31196,DSB 106,R,2017-02-09T08:00:00,2017-02-09T09:15:00
Spring2017,31196,DSB 106,M,2017-02-13T08:00:00,2017-02-13T09:15:00
Spring2017,31196,DSB 106,R,2017-02-16T08:00:00,2017-02-16T09:15:00
Spring2017,31196,DSB 106,R,2017-02-23T08:00:00,2017-02-23T09:15:00
Spring2017,31196,DSB 106,M,2017-02-27T08:00:00,2017-02-27T09:15:00
Spring2017,31196,DSB 106,R,2017-03-02T08:00:00,2017-03-02T09:15:00
Spring2017,31196,DSB 106,M,2017-03-06T08:00:00,2017-03-06T09:15:00
Spring2017,31196,DSB 106,R,2017-03-09T08:00:00,2017-03-09T09:15:00
Spring2017,31196,DSB 106,M,2017-03-20T08:00:00,2017-03-20T09:15:00
Spring2017,31196,DSB 106,R,2017-03-23T08:00:00,2017-03-23T09:15:00
Spring2017,31196,DSB 106,M,2017-03-27T08:00:00,2017-03-27T09:15:00
Spring2017,31196,DSB 106,R,2017-03-30T08:00:00,2017-03-30T09:15:00
Spring2017,31196,DSB 106,M,2017-04-03T08:00:00,2017-04-03T09:15:00
Spring2017,31196,DSB 106,R,2017-04-06T08:00:00,2017-04-06T09:15:00
Spring2017,31196,DSB 106,M,2017-04-10T08:00:00,2017-04-10T09:15:00
Spring2017,31196,DSB 106,R,2017-04-13T08:00:00,2017-04-13T09:15:00
Spring2017,31196,DSB 106,R,2017-04-20T08:00:00,2017-04-20T09:15:00
Spring2017,31196,DSB 106,M,2017-04-24T08:00:00,2017-04-24T09:15:00
Spring2017,31196,DSB 106,R,2017-04-27T08:00:00,2017-04-27T09:15:00
Spring2017,31196,DSB 106,M,2017-05-01T08:00:00,2017-05-01T09:15:00
Spring2017,31196,DSB 106,T,2017-02-21T08:00:00,2017-02-21T09:15:00
Spring2017,31197,DSB 106,R,2017-01-19T09:30:00,2017-01-19T10:45:00
Spring2017,31197,DSB 106,M,2017-01-23T09:30:00,2017-01-23T10:45:00
Spring2017,31197,DSB 106,R,2017-01-26T09:30:00,2017-01-26T10:45:00
Spring2017,31197,DSB 106,M,2017-01-30T09:30:00,2017-01-30T10:45:00
Spring2017,31197,DSB 106,R,2017-02-02T09:30:00,2017-02-02T10:45:00
Spring2017,31197,DSB 106,M,2017-02-06T09:30:00,2017-02-06T10:45:00
Spring2017,31197,DSB 106,R,2017-02-09T09:30:00,2017-02-09T10:45:00
Spring2017,31197,DSB 106,M,2017-02-13T09:30:00,2017-02-13T10:45:00
Spring2017,31197,DSB 106,R,2017-02-16T09:30:00,2017-02-16T10:45:00
Spring2017,31197,DSB 106,R,2017-02-23T09:30:00,2017-02-23T10:45:00
Spring2017,31197,DSB 106,M,2017-02-27T09:30:00,2017-02-27T10:45:00
Spring2017,31197,DSB 106,R,2017-03-02T09:30:00,2017-03-02T10:45:00
Spring2017,31197,DSB 106,M,2017-03-06T09:30:00,2017-03-06T10:45:00
Spring2017,31197,DSB 106,R,2017-03-09T09:30:00,2017-03-09T10:45:00
Spring2017,31197,DSB 106,M,2017-03-20T09:30:00,2017-03-20T10:45:00
Spring2017,31197,DSB 106,R,2017-03-23T09:30:00,2017-03-23T10:45:00
Spring2017,31197,DSB 106,M,2017-03-27T09:30:00,2017-03-27T10:45:00
Spring2017,31197,DSB 106,R,2017-03-30T09:30:00,2017-03-30T10:45:00
Spring2017,31197,DSB 106,M,2017-04-03T09:30:00,2017-04-03T10:45:00
Spring2017,31197,DSB 106,R,2017-04-06T09:30:00,2017-04-06T10:45:00
Spring2017,31197,DSB 106,M,2017-04-10T09:30:00,2017-04-10T10:45:00
Spring2017,31197,DSB 106,R,2017-04-13T09:30:00,2017-04-13T10:45:00
Spring2017,31197,DSB 106,R,2017-04-20T09:30:00,2017-04-20T10:45:00
Spring2017,31197,DSB 106,M,2017-04-24T09:30:00,2017-04-24T10:45:00
Spring2017,31197,DSB 106,R,2017-04-27T09:30:00,2017-04-27T10:45:00
Spring2017,31197,DSB 106,M,2017-05-01T09:30:00,2017-05-01T10:45:00
Spring2017,31197,DSB 106,T,2017-02-21T09:30:00,2017-02-21T10:45:00
Spring2017,31296,DSB 108,R,2017-01-19T14:00:00,2017-01-19T15:15:00
Spring2017,31296,DSB 108,M,2017-01-23T14:00:00,2017-01-23T15:15:00
Spring2017,31296,DSB 108,R,2017-01-26T14:00:00,2017-01-26T15:15:00
Spring2017,31296,DSB 108,M,2017-01-30T14:00:00,2017-01-30T15:15:00
Spring2017,31296,DSB 108,R,2017-02-02T14:00:00,2017-02-02T15:15:00
Spring2017,31296,DSB 108,M,2017-02-06T14:00:00,2017-02-06T15:15:00
Spring2017,31296,DSB 108,R,2017-02-09T14:00:00,2017-02-09T15:15:00
Spring2017,31296,DSB 108,M,2017-02-13T14:00:00,2017-02-13T15:15:00
Spring2017,31296,DSB 108,R,2017-02-16T14:00:00,2017-02-16T15:15:00
Spring2017,31296,DSB 108,R,2017-02-23T14:00:00,2017-02-23T15:15:00
Spring2017,31296,DSB 108,M,2017-02-27T14:00:00,2017-02-27T15:15:00
Spring2017,31296,DSB 108,R,2017-03-02T14:00:00,2017-03-02T15:15:00
Spring2017,31296,DSB 108,M,2017-03-06T14:00:00,2017-03-06T15:15:00
Spring2017,31296,DSB 108,R,2017-03-09T14:00:00,2017-03-09T15:15:00
Spring2017,31296,DSB 108,M,2017-03-20T14:00:00,2017-03-20T15:15:00
Spring2017,31296,DSB 108,R,2017-03-23T14:00:00,2017-03-23T15:15:00
Spring2017,31296,DSB 108,M,2017-03-27T14:00:00,2017-03-27T15:15:00
Spring2017,31296,DSB 108,R,2017-03-30T14:00:00,2017-03-30T15:15:00
Spring2017,31296,DSB 108,M,2017-04-03T14:00:00,2017-04-03T15:15:00
Spring2017,31296,DSB 108,R,2017-04-06T14:00:00,2017-04-06T15:15:00
Spring2017,31296,DSB 108,M,2017-04-10T14:00:00,2017-04-10T15:15:00
Spring2017,31296,DSB 108,R,2017-04-13T14:00:00,2017-04-13T15:15:00
Spring2017,31296,DSB 108,R,2017-04-20T14:00:00,2017-04-20T15:15:00
Spring2017,31296,DSB 108,M,2017-04-24T14:00:00,2017-04-24T15:15:00
Spring2017,31296,DSB 108,R,2017-04-27T14:00:00,2017-04-27T15:15:00
Spring2017,31296,DSB 108,M,2017-05-01T14:00:00,2017-05-01T15:15:00
Spring2017,31296,DSB 108,T,2017-02-21T14:00:00,2017-02-21T15:15:00
Spring2017,31426,DSB 108,R,2017-01-19T15:30:00,2017-01-19T16:45:00
Spring2017,31426,DSB 108,M,2017-01-23T15:30:00,2017-01-23T16:45:00
Spring2017,31426,DSB 108,R,2017-01-26T15:30:00,2017-01-26T16:45:00
Spring2017,31426,DSB 108,M,2017-01-30T15:30:00,2017-01-30T16:45:00
Spring2017,31426,DSB 108,R,2017-02-02T15:30:00,2017-02-02T16:45:00
Spring2017,31426,DSB 108,M,2017-02-06T15:30:00,2017-02-06T16:45:00
Spring2017,31426,DSB 108,R,2017-02-09T15:30:00,2017-02-09T16:45:00
Spring2017,31426,DSB 108,M,2017-02-13T15:30:00,2017-02-13T16:45:00
Spring2017,31426,DSB 108,R,2017-02-16T15:30:00,2017-02-16T16:45:00
Spring2017,31426,DSB 108,R,2017-02-23T15:30:00,2017-02-23T16:45:00
Spring2017,31426,DSB 108,M,2017-02-27T15:30:00,2017-02-27T16:45:00
Spring2017,31426,DSB 108,R,2017-03-02T15:30:00,2017-03-02T16:45:00
Spring2017,31426,DSB 108,M,2017-03-06T15:30:00,2017-03-06T16:45:00
Spring2017,31426,DSB 108,R,2017-03-09T15:30:00,2017-03-09T16:45:00
Spring2017,31426,DSB 108,M,2017-03-20T15:30:00,2017-03-20T16:45:00
Spring2017,31426,DSB 108,R,2017-03-23T15:30:00,2017-03-23T16:45:00
Spring2017,31426,DSB 108,M,2017-03-27T15:30:00,2017-03-27T16:45:00
Spring2017,31426,DSB 108,R,2017-03-30T15:30:00,2017-03-30T16:45:00
Spring2017,31426,DSB 108,M,2017-04-03T15:30:00,2017-04-03T16:45:00
Spring2017,31426,DSB 108,R,2017-04-06T15:30:00,2017-04-06T16:45:00
Spring2017,31426,DSB 108,M,2017-04-10T15:30:00,2017-04-10T16:45:00
Spring2017,31426,DSB 108,R,2017-04-13T15:30:00,2017-04-13T16:45:00
Spring2017,31426,DSB 108,R,2017-04-20T15:30:00,2017-04-20T16:45:00
Spring2017,31426,DSB 108,M,2017-04-24T15:30:00,2017-04-24T16:45:00
Spring2017,31426,DSB 108,R,2017-04-27T15:30:00,2017-04-27T16:45:00
Spring2017,31426,DSB 108,M,2017-05-01T15:30:00,2017-05-01T16:45:00
Spring2017,31426,DSB 108,T,2017-02-21T15:30:00,2017-02-21T16:45:00
Spring2017,31427,DSB 109,T,2017-01-17T08:00:00,2017-01-17T09:15:00
Spring2017,31427,DSB 109,F,2017-01-20T08:00:00,2017-01-20T09:15:00
Spring2017,31427,DSB 109,T,2017-01-24T08:00:00,2017-01-24T09:15:00
Spring2017,31427,DSB 109,F,2017-01-27T08:00:00,2017-01-27T09:15:00
Spring2017,31427,DSB 109,T,2017-01-31T08:00:00,2017-01-31T09:15:00
Spring2017,31427,DSB 109,F,2017-02-03T08:00:00,2017-02-03T09:15:00
Spring2017,31427,DSB 109,T,2017-02-07T08:00:00,2017-02-07T09:15:00
Spring2017,31427,DSB 109,F,2017-02-10T08:00:00,2017-02-10T09:15:00
Spring2017,31427,DSB 109,T,2017-02-14T08:00:00,2017-02-14T09:15:00
Spring2017,31427,DSB 109,F,2017-02-17T08:00:00,2017-02-17T09:15:00
Spring2017,31427,DSB 109,F,2017-02-24T08:00:00,2017-02-24T09:15:00
Spring2017,31427,DSB 109,T,2017-02-28T08:00:00,2017-02-28T09:15:00
Spring2017,31427,DSB 109,F,2017-03-03T08:00:00,2017-03-03T09:15:00
Spring2017,31427,DSB 109,T,2017-03-07T08:00:00,2017-03-07T09:15:00
Spring2017,31427,DSB 109,F,2017-03-10T08:00:00,2017-03-10T09:15:00
Spring2017,31427,DSB 109,T,2017-03-21T08:00:00,2017-03-21T09:15:00
Spring2017,31427,DSB 109,F,2017-03-24T08:00:00,2017-03-24T09:15:00
Spring2017,31427,DSB 109,T,2017-03-28T08:00:00,2017-03-28T09:15:00
Spring2017,31427,DSB 109,F,2017-03-31T08:00:00,2017-03-31T09:15:00
Spring2017,31427,DSB 109,T,2017-04-04T08:00:00,2017-04-04T09:15:00
Spring2017,31427,DSB 109,F,2017-04-07T08:00:00,2017-04-07T09:15:00
Spring2017,31427,DSB 109,T,2017-04-11T08:00:00,2017-04-11T09:15:00
Spring2017,31427,DSB 109,T,2017-04-18T08:00:00,2017-04-18T09:15:00
Spring2017,31427,DSB 109,F,2017-04-21T08:00:00,2017-04-21T09:15:00
Spring2017,31427,DSB 109,T,2017-04-25T08:00:00,2017-04-25T09:15:00
Spring2017,31427,DSB 109,F,2017-04-28T08:00:00,2017-04-28T09:15:00
Spring2017,31427,DSB 109,T,2017-05-02T08:00:00,2017-05-02T09:15:00
Spring2017,31637,DSB 109,T,2017-01-17T09:30:00,2017-01-17T10:45:00
Spring2017,31637,DSB 109,F,2017-01-20T09:30:00,2017-01-20T10:45:00
Spring2017,31637,DSB 109,T,2017-01-24T09:30:00,2017-01-24T10:45:00
Spring2017,31637,DSB 109,F,2017-01-27T09:30:00,2017-01-27T10:45:00
Spring2017,31637,DSB 109,T,2017-01-31T09:30:00,2017-01-31T10:45:00
Spring2017,31637,DSB 109,F,2017-02-03T09:30:00,2017-02-03T10:45:00
Spring2017,31637,DSB 109,T,2017-02-07T09:30:00,2017-02-07T10:45:00
Spring2017,31637,DSB 109,F,2017-02-10T09:30:00,2017-02-10T10:45:00
Spring2017,31637,DSB 109,T,2017-02-14T09:30:00,2017-02-14T10:45:00
Spring2017,31637,DSB 109,F,2017-02-17T09:30:00,2017-02-17T10:45:00
Spring2017,31637,DSB 109,F,2017-02-24T09:30:00,2017-02-24T10:45:00
Spring2017,31637,DSB 109,T,2017-02-28T09:30:00,2017-02-28T10:45:00
Spring2017,31637,DSB 109,F,2017-03-03T09:30:00,2017-03-03T10:45:00
Spring2017,31637,DSB 109,T,2017-03-07T09:30:00,2017-03-07T10:45:00
Spring2017,31637,DSB 109,F,2017-03-10T09:30:00,2017-03-10T10:45:00
Spring2017,31637,DSB 109,T,2017-03-21T09:30:00,2017-03-21T10:45:00
Spring2017,31637,DSB 109,F,2017-03-24T09:30:00,2017-03-24T10:45:00
Spring2017,31637,DSB 109,T,2017-03-28T09:30:00,2017-03-28T10:45:00
Spring2017,31637,DSB 109,F,2017-03-31T09:30:00,2017-03-31T10:45:00
Spring2017,31637,DSB 109,T,2017-04-04T09:30:00,2017-04-04T10:45:00
Spring2017,31637,DSB 109,F,2017-04-07T09:30:00,2017-04-07T10:45:00
Spring2017,31637,DSB 109,T,2017-04-11T09:30:00,2017-04-11T10:45:00
Spring2017,31637,DSB 109,T,2017-04-18T09:30:00,2017-04-18T10:45:00
Spring2017,31637,DSB 109,F,2017-04-21T09:30:00,2017-04-21T10:45:00
Spring2017,31637,DSB 109,T,2017-04-25T09:30:00,2017-04-25T10:45:00
Spring2017,31637,DSB 109,F,2017-04-28T09:30:00,2017-04-28T10:45:00
Spring2017,31637,DSB 109,T,2017-05-02T09:30:00,2017-05-02T10:45:00
